folio,punto_folio,punto,genero,edad,p1,p2a,p2b,p2c,p3,p5h,p6a,distrito,seccion,hora_termino,estatus,instanceID,formdef_version,KEY
151,16,16,1,28,2,1,2,1,2,2,3,69,58,80,5,uuid:4f9acec7-1903-46d4-8fed-a0419a4d7a89,1707211615,uuid:4f9acec7-1903-46d4-8fed-a0419a4d7a89
151,16,16,1,22,,,,,,,,,,,,uuid:84f5b39a-3295-4591-a2bb-765e15dfaabf,1707211615,uuid:84f5b39a-3295-4591-a2bb-765e15dfaabf
151,16,16,1,67,5,2,2,2,5,2,5,9,4645,1417,1,uuid:0cb3f250-af4b-4cd4-940b-7a98db18898b,1707211615,uuid:0cb3f250-af4b-4cd4-940b-7a98db18898b
152,16,16,1,46,,,,,,,,,,,,uuid:6909df32-b235-4848-a6d9-db2ad124a747,1707211615,uuid:6909df32-b235-4848-a6d9-db2ad124a747
152,16,16,1,39,,,,,,,,,,,,uuid:44d4e968-4d23-4976-8de4-179bb12f5990,1707211615,uuid:44d4e968-4d23-4976-8de4-179bb12f5990
152,16,16,1,18,3,1,1,1,2,2,4,8,4645,1543,1,uuid:d4caeec8-9b11-4bc3-a66e-880ac0b92dd8,1707211615,uuid:d4caeec8-9b11-4bc3-a66e-880ac0b92dd8
153,16,16,1,51,2,2,2,2,4,2,5,8,4645,1625,1,uuid:0a1f4fcf-69b0-457b-a193-d93a524e4cb4,1707211615,uuid:0a1f4fcf-69b0-457b-a193-d93a524e4cb4
154,16,16,2,50,,,,,,,,,,,,uuid:6c06776f-134e-46fe-b136-75c4e913f149,1707211615,uuid:6c06776f-134e-46fe-b136-75c4e913f149
1118,112,112,1,64,5,2,2,2,5,2,4,12,4535,1117,1,uuid:7b443443-3d10-490c-8eb6-528be73ef147,1707211615,uuid:7b443443-3d10-490c-8eb6-528be73ef147
1119,112,112,1,71,1,1,2,2,3,2,5,12,4535,1156,1,uuid:96ae46fd-3378-47d8-a192-f6f90d8e6e59,1707211615,uuid:96ae46fd-3378-47d8-a192-f6f90d8e6e59
1120,112,112,1,43,2,1,1,1,2,2,4,12,4535,1230,1,uuid:db849526-411c-4fb6-81a1-8e42207377df,1707211615,uuid:db849526-411c-4fb6-81a1-8e42207377df
31,4,4,1,65,4,1,1,2,4,2,5,8,4593,1151,1,uuid:19dac305-a88d-4ec6-a74b-7cfabd2812c1,1707211615,uuid:19dac305-a88d-4ec6-a74b-7cfabd2812c1
32,4,4,2,45,3,2,2,2,5,2,5,8,4593,1230,1,uuid:03d44ace-f31c-4188-ad87-c8fd602a952c,1707211615,uuid:03d44ace-f31c-4188-ad87-c8fd602a952c
33,4,4,2,64,5,2,2,2,5,2,3,8,4593,1253,1,uuid:4344b9b6-70ba-4df7-8477-829ec801e060,1707211615,uuid:4344b9b6-70ba-4df7-8477-829ec801e060
34,4,4,1,71,3,1,2,2,3,2,3,8,4593,1347,1,uuid:163e9cd8-25f0-436b-affb-9bc466834c34,1707211615,uuid:163e9cd8-25f0-436b-affb-9bc466834c34
35,4,4,1,43,,,,,,,,,,,,uuid:23d1c69f-07d7-4b34-8249-862d21fab5ae,1707211615,uuid:23d1c69f-07d7-4b34-8249-862d21fab5ae
35,4,4,2,60,3,2,2,1,4,2,4,8,4593,1428,1,uuid:3c165091-2c4a-4895-a8a5-1cb4c58aa743,1707211615,uuid:3c165091-2c4a-4895-a8a5-1cb4c58aa743
36,4,4,2,56,4,2,2,2,5,2,4,8,4593,1453,1,uuid:f62bfb8f-4d3b-4b56-a688-ad2717bd3248,1707211615,uuid:f62bfb8f-4d3b-4b56-a688-ad2717bd3248
37,4,4,1,74,4,1,2,2,5,2,2,8,4593,1522,1,uuid:196cd851-ba3a-4a6e-a28b-c0c96948e854,1707211615,uuid:196cd851-ba3a-4a6e-a28b-c0c96948e854
38,4,4,2,40,2,2,2,2,5,1,5,8,4593,1605,1,uuid:39ec7dd9-b05a-4333-bca9-66f0927d2743,1707211615,uuid:39ec7dd9-b05a-4333-bca9-66f0927d2743
39,4,4,1,22,3,1,1,1,4,2,2,8,4593,1628,1,uuid:4ea8a22e-bff1-4896-aae1-6d8b56639581,1707211615,uuid:4ea8a22e-bff1-4896-aae1-6d8b56639581
40,4,4,1,32,5,2,2,2,5,2,5,8,4593,1651,1,uuid:4b4d047d-a392-4da8-8cef-14cb8e98bbd6,1707211615,uuid:4b4d047d-a392-4da8-8cef-14cb8e98bbd6
829,83,83,2,42,2,2,2,2,5,2,5,12,4741,1134,1,uuid:70bde4d9-fc6b-43cb-85dd-21c2642d2841,1707211615,uuid:70bde4d9-fc6b-43cb-85dd-21c2642d2841
830,83,83,2,24,1,99,2,2,5,2,5,12,4741,1156,1,uuid:69113b08-ab76-475b-a66c-01a838fabd43,1707211615,uuid:69113b08-ab76-475b-a66c-01a838fabd43
571,58,58,1,68,3,2,2,2,2,2,3,12,4738,1302,1,uuid:02d21cbc-b979-4368-aac0-1491755012db,1707211615,uuid:02d21cbc-b979-4368-aac0-1491755012db
572,58,58,2,43,4,2,2,2,4,1,4,12,4738,1340,1,uuid:9a94aa20-d18a-47c0-8591-a7fca22a7561,1707211615,uuid:9a94aa20-d18a-47c0-8591-a7fca22a7561
573,58,58,2,63,3,2,2,2,5,2,4,12,4738,1419,1,uuid:171ffd96-1a0c-40ea-8840-a20265cddb02,1707211615,uuid:171ffd96-1a0c-40ea-8840-a20265cddb02
574,58,58,1,56,3,2,2,2,5,2,5,12,4738,1531,1,uuid:289b02a4-78de-48c6-9671-a9b069c445fb,1707211615,uuid:289b02a4-78de-48c6-9671-a9b069c445fb
575,58,58,2,64,5,2,2,2,5,2,4,12,4738,1556,1,uuid:ac18b58c-7ed4-4ad9-b1b5-496fc1e618d9,1707211615,uuid:ac18b58c-7ed4-4ad9-b1b5-496fc1e618d9
576,58,58,2,22,2,1,1,2,4,2,4,12,4738,1620,1,uuid:b1507345-e95b-4f38-903a-8c78eab0c9d0,1707211615,uuid:b1507345-e95b-4f38-903a-8c78eab0c9d0
231,24,24,1,64,4,2,2,2,5,2,5,8,4588,1315,1,uuid:a0fa1ef0-d280-4eb5-81c7-d353c0150dd1,1707211615,uuid:a0fa1ef0-d280-4eb5-81c7-d353c0150dd1
233,24,24,1,57,1,99,2,2,5,2,5,8,4588,1424,1,uuid:45430644-9245-4b6b-959a-a544430b4991,1707211615,uuid:45430644-9245-4b6b-959a-a544430b4991
235,24,24,1,23,2,1,2,2,4,2,3,8,12,1450,1,uuid:9a310814-1acf-4379-a7e5-4e28e1f25a45,1707211615,uuid:9a310814-1acf-4379-a7e5-4e28e1f25a45
237,24,24,2,70,4,1,1,2,4,2,2,8,4588,1534,1,uuid:9bbed31d-93e6-4257-87d1-80f97c475c8e,1707211615,uuid:9bbed31d-93e6-4257-87d1-80f97c475c8e
239,24,24,2,30,3,2,2,2,5,99,4,8,4588,1720,1,uuid:5235cbeb-8131-48db-84e5-db9688eee52b,1707211615,uuid:5235cbeb-8131-48db-84e5-db9688eee52b
721,73,73,2,79,3,1,1,1,1,2,2,12,4758,1225,1,uuid:d13d879f-0b2b-4887-b780-e7eba446bd74,1707211615,uuid:d13d879f-0b2b-4887-b780-e7eba446bd74
722,73,73,2,66,5,2,2,2,5,2,4,12,4758,1301,1,uuid:46dc8d35-f35c-43ca-ba9a-58b180dd0e96,1707211615,uuid:46dc8d35-f35c-43ca-ba9a-58b180dd0e96
723,73,73,2,42,4,2,2,2,5,2,4,12,4758,1325,1,uuid:2f529ae6-74d3-4ac4-b598-e331b91e95d6,1707211615,uuid:2f529ae6-74d3-4ac4-b598-e331b91e95d6
724,73,73,1,61,3,1,2,2,5,2,5,12,4758,1352,1,uuid:c0e78f5d-4eb5-4819-bc2a-a5c4a3f741db,1707211615,uuid:c0e78f5d-4eb5-4819-bc2a-a5c4a3f741db
725,73,73,1,62,,,,,,,,,,,,uuid:84e6f202-516e-45ac-ab91-a00dad6701e8,1707211615,uuid:84e6f202-516e-45ac-ab91-a00dad6701e8
725,73,73,2,34,4,1,2,2,5,2,5,12,4758,1508,1,uuid:2d714ed7-e3a9-4f36-af7b-091e76249177,1707211615,uuid:2d714ed7-e3a9-4f36-af7b-091e76249177
651,66,66,2,55,5,2,2,2,5,2,4,12,4843,1628,1,uuid:e36c8173-f578-44c0-b8b4-aa04b202c493,1707211615,uuid:e36c8173-f578-44c0-b8b4-aa04b202c493
652,66,66,2,46,2,1,1,1,4,2,4,66,4843,1732,1,uuid:20bcec14-c13a-4055-95b5-bbfca3498007,1707211615,uuid:20bcec14-c13a-4055-95b5-bbfca3498007
653,66,66,2,37,2,1,2,1,4,2,4,15,4843,1759,1,uuid:d102938d-7095-4891-b10f-c9ab8b642fa6,1707211615,uuid:d102938d-7095-4891-b10f-c9ab8b642fa6
654,66,66,1,42,,,,,,,,,,,,uuid:4c365a46-6ec1-4d7d-9c52-cef6ba5fef0f,1707211615,uuid:4c365a46-6ec1-4d7d-9c52-cef6ba5fef0f
654,66,66,2,30,,,,,,,,,,,,uuid:0fb56df8-2622-4aa3-bb29-ad652239f6ac,1707211615,uuid:0fb56df8-2622-4aa3-bb29-ad652239f6ac
654,66,66,2,63,5,2,2,2,4,2,4,12,4843,1834,1,uuid:e58d60f2-6928-47c8-899a-015fd67e7b72,1707211615,uuid:e58d60f2-6928-47c8-899a-015fd67e7b72
655,66,66,2,22,,,,,,,,,,,,uuid:5e91e8ad-4e5f-40fb-808b-a58868ad1b21,1707211615,uuid:5e91e8ad-4e5f-40fb-808b-a58868ad1b21
655,66,66,2,43,3,1,1,1,2,2,3,12,4843,1902,1,uuid:be789820-48cd-4b65-a4e8-4bd6144b3b60,1707211615,uuid:be789820-48cd-4b65-a4e8-4bd6144b3b60
731,74,74,1,50,5,2,2,2,5,2,4,12,4762,1116,1,uuid:e619dd3f-357f-4d74-b075-e9b6db9c63a6,1707211615,uuid:e619dd3f-357f-4d74-b075-e9b6db9c63a6
732,74,74,2,45,3,99,1,2,3,2,4,12,4762,1141,1,uuid:93223a81-5e23-49a4-8233-e76e728a2222,1707211615,uuid:93223a81-5e23-49a4-8233-e76e728a2222
733,74,74,2,33,5,2,2,2,5,1,3,12,4762,1210,1,uuid:b46e110c-a876-46a9-b1c2-88870856d11a,1707211615,uuid:b46e110c-a876-46a9-b1c2-88870856d11a
734,74,74,2,61,5,2,2,2,5,2,4,12,4762,1308,1,uuid:2e048095-0f7b-45e0-99b2-03b08482ec85,1707211615,uuid:2e048095-0f7b-45e0-99b2-03b08482ec85
735,74,74,2,77,3,99,1,2,5,2,3,12,4762,1334,1,uuid:67a0493e-6de7-42c5-9f20-347ebf07d8d4,1707211615,uuid:67a0493e-6de7-42c5-9f20-347ebf07d8d4
736,74,74,2,39,3,2,2,2,99,1,5,12,4762,1447,1,uuid:8e4a2d0c-405c-41dc-af38-b6a2564df79d,1707211615,uuid:8e4a2d0c-405c-41dc-af38-b6a2564df79d
737,74,74,2,51,2,1,2,2,4,2,,12,4762,1518,1,uuid:2a1dd3d6-acc5-414a-8800-48a41973ecf5,1707211615,uuid:2a1dd3d6-acc5-414a-8800-48a41973ecf5
738,74,74,1,64,3,1,1,1,3,1,3,12,4762,1538,1,uuid:bd3ac91d-5ba0-4b93-b661-0bf7524aaefc,1707211615,uuid:bd3ac91d-5ba0-4b93-b661-0bf7524aaefc
739,74,74,1,36,2,1,1,99,5,2,,12,4762,3,1,uuid:f2894723-c05b-43e1-979b-865fe909101e,1707211615,uuid:f2894723-c05b-43e1-979b-865fe909101e
740,74,74,1,22,3,1,2,2,3,2,3,12,4762,1643,1,uuid:ba1b5b5c-25c1-41af-a59d-bebbe8e0171f,1707211615,uuid:ba1b5b5c-25c1-41af-a59d-bebbe8e0171f
716,72,72,1,36,3,2,1,2,3,2,3,12,4748,1155,1,uuid:ed8487c5-4dda-483f-9f39-cc27402166e7,1707211615,uuid:ed8487c5-4dda-483f-9f39-cc27402166e7
717,72,72,2,62,5,2,2,2,5,2,4,12,4748,1220,1,uuid:9997291d-d4f8-409e-9921-543bf023531c,1707211615,uuid:9997291d-d4f8-409e-9921-543bf023531c
232,24,24,1,20,2,1,1,2,5,2,,8,4588,1306,1,uuid:c0071d3c-76d8-469f-8d56-6bf082bb909b,1707211615,uuid:c0071d3c-76d8-469f-8d56-6bf082bb909b
718,72,72,2,63,5,2,2,2,3,2,3,12,4748,1307,1,uuid:c65dcfec-2495-4172-9f8a-7f1dab1080a1,1707211615,uuid:c65dcfec-2495-4172-9f8a-7f1dab1080a1
719,72,72,1,32,3,1,2,2,4,2,5,12,4748,1349,1,uuid:678119b2-554c-47b7-ace9-7c5a1348eacc,1707211615,uuid:678119b2-554c-47b7-ace9-7c5a1348eacc
720,72,72,1,36,3,2,2,2,4,2,99,15,4748,1422,1,uuid:10b0b89d-11c4-4095-a7d8-e034863b7572,1707211615,uuid:10b0b89d-11c4-4095-a7d8-e034863b7572
976,98,98,2,69,5,2,2,2,5,2,5,12,4846,1609,1,uuid:0b148fd6-a441-4026-828b-bd55933a199d,1707211615,uuid:0b148fd6-a441-4026-828b-bd55933a199d
977,98,98,2,40,5,2,2,2,5,2,3,12,4846,1642,1,uuid:582ea400-6df0-4c08-8039-5d1da6f6d0af,1707211615,uuid:582ea400-6df0-4c08-8039-5d1da6f6d0af
233,24,24,2,65,2,1,2,2,5,2,4,8,4588,1445,1,uuid:64833918-d0ad-4d20-bea7-ccfe1f65f728,1707211615,uuid:64833918-d0ad-4d20-bea7-ccfe1f65f728
236,24,24,2,64,4,2,2,2,4,2,4,8,4588,1525,1,uuid:7dbc6d7b-6119-43d3-879b-e799e11749da,1707211615,uuid:7dbc6d7b-6119-43d3-879b-e799e11749da
238,24,24,1,50,4,2,2,2,4,2,2,8,4588,1652,1,uuid:3583d5df-f3e3-425a-888c-69afedf1f9b8,1707211615,uuid:3583d5df-f3e3-425a-888c-69afedf1f9b8
240,24,24,2,45,4,1,2,2,5,2,3,8,4588,1743,1,uuid:ecde1fa4-24a9-42c6-8089-4cc0469db874,1707211615,uuid:ecde1fa4-24a9-42c6-8089-4cc0469db874
711,72,72,1,60,4,1,1,2,4,2,4,12,4748,1131,1,uuid:b627839b-88f1-443d-8316-6ff619b1550b,1707211615,uuid:b627839b-88f1-443d-8316-6ff619b1550b
712,72,72,2,30,3,1,1,2,5,2,3,12,4748,1213,1,uuid:2220491c-5527-4412-96f8-adbc480d0f5c,1707211615,uuid:2220491c-5527-4412-96f8-adbc480d0f5c
713,72,72,2,34,5,2,2,2,5,2,5,12,4448,1309,1,uuid:e8f65538-11ce-4c9e-90f7-e86f9cc9a27f,1707211615,uuid:e8f65538-11ce-4c9e-90f7-e86f9cc9a27f
714,72,72,1,35,5,2,2,2,5,2,,12,4748,1348,1,uuid:3a27efde-b248-44c2-a929-d68368ed0304,1707211615,uuid:3a27efde-b248-44c2-a929-d68368ed0304
715,72,72,2,60,5,2,2,2,5,2,5,12,4748,1448,1,uuid:59676ce9-6ae7-436b-ae72-6fbcefaf9f21,1707211615,uuid:59676ce9-6ae7-436b-ae72-6fbcefaf9f21
971,98,98,2,31,1,1,2,2,5,2,5,12,4846,1546,1,uuid:c294f24a-a03f-453b-b4eb-232f641e1cb6,1707211615,uuid:c294f24a-a03f-453b-b4eb-232f641e1cb6
972,98,98,1,54,3,1,1,2,5,2,5,12,4846,1622,1,uuid:7a0a41e1-b3b1-4c79-aff9-9133e90401ba,1707211615,uuid:7a0a41e1-b3b1-4c79-aff9-9133e90401ba
1,1,1,2,23,5,2,2,2,5,2,4,123,123,1050,5,uuid:3eb3fa42-6457-47cc-b68a-2c1340688847,1707211615,uuid:3eb3fa42-6457-47cc-b68a-2c1340688847
1,1,1,2,32,3,1,2,2,4,2,5,8,4673,1006,5,uuid:4bd4a411-5c7b-45d6-bd7f-6f4352796e4f,1707211615,uuid:4bd4a411-5c7b-45d6-bd7f-6f4352796e4f
656,66,66,1,65,5,2,2,2,5,2,4,12,4843,1625,1,uuid:9fce1de3-a9df-4843-9e41-4ab43ef6c6a1,1707211615,uuid:9fce1de3-a9df-4843-9e41-4ab43ef6c6a1
657,66,66,2,66,5,1,2,2,5,2,4,12,4843,1657,1,uuid:46b28b5a-8417-4a90-9e18-b75850fe3d41,1707211615,uuid:46b28b5a-8417-4a90-9e18-b75850fe3d41
658,66,66,1,24,3,2,2,2,5,2,4,12,4843,1749,1,uuid:54442666-cc60-4038-85b7-92e4f2dc4f27,1707211615,uuid:54442666-cc60-4038-85b7-92e4f2dc4f27
659,66,66,1,26,4,1,2,2,5,2,5,12,4843,1820,1,uuid:60948992-00d0-4478-87ed-8bb7b64789b9,1707211615,uuid:60948992-00d0-4478-87ed-8bb7b64789b9
660,66,66,2,36,3,1,1,2,2,99,3,12,4843,1850,1,uuid:f862b283-439e-4fda-bd6d-50ef708450b6,1707211615,uuid:f862b283-439e-4fda-bd6d-50ef708450b6
726,73,73,2,32,5,2,2,2,5,1,5,12,4758,1223,1,uuid:9370f562-07da-461b-b4bb-d558968d4fdf,1707211615,uuid:9370f562-07da-461b-b4bb-d558968d4fdf
727,73,73,1,23,3,2,2,2,4,2,5,12,4758,1252,1,uuid:3449959a-7340-4c31-847c-858d7ba1ef7f,1707211615,uuid:3449959a-7340-4c31-847c-858d7ba1ef7f
728,73,73,1,66,5,1,2,2,5,2,4,12,4758,1340,1,uuid:79279961-41e1-4d07-847f-f2993a6e79fe,1707211615,uuid:79279961-41e1-4d07-847f-f2993a6e79fe
729,73,73,2,40,5,2,2,2,5,2,5,12,4758,1446,1,uuid:8c19dd26-b462-4204-bcb4-494272826550,1707211615,uuid:8c19dd26-b462-4204-bcb4-494272826550
730,73,73,2,56,2,1,2,2,5,2,5,12,4758,1514,1,uuid:8782033c-294e-4eed-81df-5724ea882a6d,1707211615,uuid:8782033c-294e-4eed-81df-5724ea882a6d
13,2,2,2,50,5,99,1,1,5,2,4,8,4614,1320,1,uuid:79c448fb-139e-4b84-b073-43e0b043706a,1707211615,uuid:79c448fb-139e-4b84-b073-43e0b043706a
16,2,2,2,54,2,1,1,1,3,2,4,8,4614,1407,1,uuid:f5148216-7cdd-437b-b074-ab9b3030ed39,1707211615,uuid:f5148216-7cdd-437b-b074-ab9b3030ed39
20,2,2,1,47,2,99,2,1,5,2,99,8,4614,1533,1,uuid:83f60270-9746-4979-a529-1ccfdab8ce8c,1707211615,uuid:83f60270-9746-4979-a529-1ccfdab8ce8c
3,1,1,2,30,2,2,2,2,4,2,5,8,4605,1643,1,uuid:7f5e15ab-63d0-45a5-9dec-468da55ba438,1707211615,uuid:7f5e15ab-63d0-45a5-9dec-468da55ba438
6,1,1,2,56,2,1,2,2,5,2,4,8,4605,1825,1,uuid:87f471c8-15be-4432-b8f7-b052acdadb6e,1707211615,uuid:87f471c8-15be-4432-b8f7-b052acdadb6e
9,1,1,2,34,2,1,99,99,3,2,4,8,4605,1906,1,uuid:440ba3ae-0f7d-433d-af84-935f84e45e70,1707211615,uuid:440ba3ae-0f7d-433d-af84-935f84e45e70
395,40,40,1,36,2,2,2,2,4,2,4,12,4609,1457,1,uuid:ceb265ce-fa93-45a0-a1b6-1971be7875a2,1707211615,uuid:ceb265ce-fa93-45a0-a1b6-1971be7875a2
396,40,40,2,52,5,2,2,2,5,2,4,12,4609,1535,1,uuid:7f658133-5001-4ba6-b821-7c1a187563c8,1707211615,uuid:7f658133-5001-4ba6-b821-7c1a187563c8
139,14,14,1,48,4,2,2,2,5,2,5,8,4627,1128,1,uuid:7444be75-5de3-4e03-9db6-d5c6e8993566,1707211615,uuid:7444be75-5de3-4e03-9db6-d5c6e8993566
12,2,2,1,35,2,1,1,2,4,2,4,8,4614,1244,1,uuid:74b33ab7-c4c8-4bde-b5c0-c7fd590a64ab,1707211615,uuid:74b33ab7-c4c8-4bde-b5c0-c7fd590a64ab
15,2,2,1,87,4,1,1,1,3,2,5,8,4614,1339,1,uuid:050342b7-1123-4a0e-b9d9-bda9fe61ac60,1707211615,uuid:050342b7-1123-4a0e-b9d9-bda9fe61ac60
18,2,2,1,45,2,1,2,1,2,2,5,8,4614,1413,1,uuid:72fd5282-6cef-4985-84bc-68fd1ef0c406,1707211615,uuid:72fd5282-6cef-4985-84bc-68fd1ef0c406
19,2,2,2,56,5,2,2,2,5,2,2,8,4614,1531,1,uuid:94107196-0528-4506-b4f8-61a55a54ebca,1707211615,uuid:94107196-0528-4506-b4f8-61a55a54ebca
1,1,1,1,60,5,2,2,2,5,2,5,8,4605,1636,1,uuid:478c8307-1d46-4c11-9168-b26c62761edd,1707211615,uuid:478c8307-1d46-4c11-9168-b26c62761edd
140,14,14,1,54,3,2,2,2,4,2,4,8,4627,1140,1,uuid:de83d04f-5e25-40e6-bacb-951b2944322d,1707211615,uuid:de83d04f-5e25-40e6-bacb-951b2944322d
11,2,2,1,52,4,1,1,2,5,2,4,8,4614,1245,1,uuid:091bd985-7cb1-4388-ba42-f4a03eabf039,1707211615,uuid:091bd985-7cb1-4388-ba42-f4a03eabf039
13,2,2,1,58,3,2,2,2,4,2,4,8,4614,1324,1,uuid:90bceeaf-dc45-448a-ae69-cf441541783b,1707211615,uuid:90bceeaf-dc45-448a-ae69-cf441541783b
4,1,1,1,53,4,2,2,2,5,2,4,8,46052,1645,1,uuid:b11ef40b-be0f-4f7b-a882-5802a44e3c41,1707211615,uuid:b11ef40b-be0f-4f7b-a882-5802a44e3c41
787,79,79,1,20,2,1,2,2,5,2,5,12,4811,1702,1,uuid:f9c1cbfb-1cbf-41d0-8f3e-e32cbb447e86,1707211233,uuid:f9c1cbfb-1cbf-41d0-8f3e-e32cbb447e86
7,1,1,1,59,4,2,2,2,5,2,5,8,4605,1830,1,uuid:b5b648d2-63c6-47d2-8f7a-7a6f611e2500,1707211615,uuid:b5b648d2-63c6-47d2-8f7a-7a6f611e2500
10,1,1,1,51,2,2,2,2,4,2,5,8,4605,1920,1,uuid:57564884-6c3c-4a2f-a63f-88a7757812f7,1707211615,uuid:57564884-6c3c-4a2f-a63f-88a7757812f7
788,79,79,2,50,4,2,2,2,4,2,4,12,4811,1738,1,uuid:90ee664a-1633-4b06-8cbc-89e60f978e0c,1707211233,uuid:90ee664a-1633-4b06-8cbc-89e60f978e0c
17,2,2,1,77,5,2,2,2,5,2,5,8,4614,1435,1,uuid:8497732c-36e9-4172-b10e-8a869e6ad4ce,1707211615,uuid:8497732c-36e9-4172-b10e-8a869e6ad4ce
108,11,11,1,25,3,99,1,99,99,2,2,8,4603,1212,1,uuid:9991ad1e-7492-4575-bdfd-414eef842c2c,1707211615,uuid:9991ad1e-7492-4575-bdfd-414eef842c2c
109,11,11,2,71,4,99,2,2,5,2,3,8,4603,1248,1,uuid:98554741-e438-4d08-9d27-8a77664d6ae3,1707211615,uuid:98554741-e438-4d08-9d27-8a77664d6ae3
110,11,11,2,24,2,99,1,1,2,2,5,8,4603,1330,1,uuid:4f8044d6-90f6-476a-895d-f1ead87b0259,1707211615,uuid:4f8044d6-90f6-476a-895d-f1ead87b0259
111,12,12,1,40,3,99,2,2,3,2,5,8,12,1445,1,uuid:6277a080-cef6-45ff-aa9e-524531f5443b,1707211615,uuid:6277a080-cef6-45ff-aa9e-524531f5443b
112,12,12,2,46,2,1,1,1,2,2,2,8,4604,1543,1,uuid:562753ce-f0a2-4d9a-805c-829fdada0395,1707211615,uuid:562753ce-f0a2-4d9a-805c-829fdada0395
113,12,12,2,38,2,1,2,2,2,2,3,8,4604,1613,1,uuid:0fd3429c-c2c0-477b-9929-77512800ffef,1707211615,uuid:0fd3429c-c2c0-477b-9929-77512800ffef
114,12,12,2,30,2,2,2,2,4,2,3,8,4604,1705,1,uuid:12102193-22a4-4608-9d28-24ff51c50e5b,1707211615,uuid:12102193-22a4-4608-9d28-24ff51c50e5b
115,12,12,1,27,3,2,2,2,5,2,4,8,4604,1738,1,uuid:6d7a3901-8054-4561-99fb-17e577d68f78,1707211615,uuid:6d7a3901-8054-4561-99fb-17e577d68f78
116,12,12,1,30,4,2,2,2,4,2,5,8,4604,1805,1,uuid:96b54273-4267-489e-a51a-e5bf5380d4c3,1707211615,uuid:96b54273-4267-489e-a51a-e5bf5380d4c3
117,12,12,1,28,2,2,2,2,4,2,5,8,4604,1828,1,uuid:0c154ee4-d949-4d57-8765-6549751d6e45,1707211615,uuid:0c154ee4-d949-4d57-8765-6549751d6e45
118,12,12,1,25,4,2,2,2,5,2,5,8,4604,1849,1,uuid:59d56cd7-3579-4e45-b9ba-20d4679540b9,1707211615,uuid:59d56cd7-3579-4e45-b9ba-20d4679540b9
119,12,12,2,58,3,1,2,2,3,2,3,8,4604,1918,1,uuid:69eb936a-1be3-4f7f-a442-e2de49652216,1707211615,uuid:69eb936a-1be3-4f7f-a442-e2de49652216
120,12,12,1,25,3,2,2,2,5,2,5,8,4604,1944,1,uuid:8618b93e-43a7-4d2d-b585-e6cd4b3e84c0,1707211615,uuid:8618b93e-43a7-4d2d-b585-e6cd4b3e84c0
781,79,79,1,88,3,2,99,2,3,99,5,12,4811,1338,1,uuid:7b0ba377-a77b-4919-baec-07765fd7f65f,1707211233,uuid:7b0ba377-a77b-4919-baec-07765fd7f65f
782,79,79,1,18,2,1,2,2,2,2,4,12,4811,1438,1,uuid:1c9071e9-8001-4ca0-a15b-f0ec3c996be2,1707211233,uuid:1c9071e9-8001-4ca0-a15b-f0ec3c996be2
783,79,79,2,62,5,1,1,99,4,2,2,12,4811,1526,1,uuid:53fd41ce-32d9-4226-89ae-6c82f1b0a29e,1707211233,uuid:53fd41ce-32d9-4226-89ae-6c82f1b0a29e
784,79,79,2,38,4,2,2,2,5,2,5,12,4811,1547,1,uuid:fbba04f8-f37a-42ad-8529-0749fee788e9,1707211233,uuid:fbba04f8-f37a-42ad-8529-0749fee788e9
785,79,79,1,31,2,1,2,2,4,2,3,12,4811,1614,1,uuid:9808a28f-740d-498c-8627-4a247021cd04,1707211233,uuid:9808a28f-740d-498c-8627-4a247021cd04
786,79,79,2,27,2,1,2,1,3,2,4,12,4811,1642,1,uuid:568364bb-818d-4a4c-9d27-33e855c8dcbe,1707211233,uuid:568364bb-818d-4a4c-9d27-33e855c8dcbe
536,54,54,1,30,2,1,1,2,1,1,4,8,4859,1349,1,uuid:8ddbbf3b-6bf6-4b01-8aeb-7b5d2f1617f4,1707211615,uuid:8ddbbf3b-6bf6-4b01-8aeb-7b5d2f1617f4
537,54,54,1,19,3,1,99,2,5,2,3,8,4859,1638,1,uuid:4c089454-ca97-412b-b6db-b6fab31820cd,1707211615,uuid:4c089454-ca97-412b-b6db-b6fab31820cd
538,54,54,1,22,3,2,2,2,5,2,5,8,4859,1823,1,uuid:8bc88636-192d-4359-a863-b0edb85030a3,1707211615,uuid:8bc88636-192d-4359-a863-b0edb85030a3
539,54,54,1,19,3,1,1,1,5,1,99,8,4859,1852,1,uuid:ea755e6c-61f2-46bf-a0d0-6fde15c42c03,1707211615,uuid:ea755e6c-61f2-46bf-a0d0-6fde15c42c03
540,54,54,2,31,2,2,2,2,4,2,4,8,4859,1910,1,uuid:5608f88f-3d8b-4218-812d-808ed35df6fe,1707211615,uuid:5608f88f-3d8b-4218-812d-808ed35df6fe
471,48,48,1,65,3,2,2,2,4,2,5,8,4836,1356,1,uuid:bd8bca57-1e69-4b2b-acbc-5542b723e2c0,1707211615,uuid:bd8bca57-1e69-4b2b-acbc-5542b723e2c0
476,48,48,2,65,2,2,2,2,2,2,3,8,4836,547,1,uuid:d0250fea-8f61-411a-9fe4-5323ab7f3671,1707211615,uuid:d0250fea-8f61-411a-9fe4-5323ab7f3671
479,48,48,2,60,2,99,2,2,5,2,4,8,4836,709,1,uuid:8ccb53fb-ffea-4bf3-86a2-078c55f12ac4,1707211615,uuid:8ccb53fb-ffea-4bf3-86a2-078c55f12ac4
